"card_id","card_name","set_id","price_euros","rarity","artist"
"hgss4-95","Machamp","hgss4",16.63,"Rare Prime","Shizurow"
"hgss4-96","Magnezone","hgss4",13.65,"Rare Prime","Noriko Hotta"
"hgss4-97","Mew","hgss4",32.71,"Rare Prime","Hideaki Hakozaki"
"hgss4-98","Yanmega","hgss4",7.73,"Rare Prime","Noriko Hotta"
"hgss4-99","Darkrai & Cresselia LEGEND","hgss4",18.95,"LEGEND","Shinji Higuchi + Noriko Takaya"
"neo1-1","Ampharos","neo1",11.56,"Rare Holo","Ken Sugimori"
"neo1-10","Meganium","neo1",17.55,"Rare Holo","Ken Sugimori"
"neo1-11","Meganium","neo1",25.71,"Rare Holo","Ken Sugimori"
"neo1-12","Pichu","neo1",25.85,"Rare Holo","Ken Sugimori"
"neo1-13","Skarmory","neo1",8.45,"Rare Holo","Ken Sugimori"
"neo1-14","Slowking","neo1",11.36,"Rare Holo","Ken Sugimori"
"neo1-15","Steelix","neo1",12.03,"Rare Holo","Ken Sugimori"
"neo1-16","Togetic","neo1",11.58,"Rare Holo","Ken Sugimori"
"neo1-17","Typhlosion","neo1",38.79,"Rare Holo","Shin-ichi Yoshida"
"neo1-18","Typhlosion","neo1",48.16,"Rare Holo","Ken Sugimori"
"neo1-2","Azumarill","neo1",9.21,"Rare Holo","Ken Sugimori"
"neo1-20","Cleffa","neo1",4.8,"Rare","Kagemaru Himeno"
"neo1-21","Donphan","neo1",1.6,"Rare","Ken Sugimori"
"neo1-22","Elekid","neo1",1.72,"Rare","Miki Tanaka"
"neo1-23","Magby","neo1",1.56,"Rare","Ken Sugimori"
"neo1-24","Murkrow","neo1",1.62,"Rare","Shin-ichi Yoshida"
"neo1-25","Sneasel","neo1",1.93,"Rare","Ken Sugimori"
"neo1-3","Bellossom","neo1",10.86,"Rare Holo","Atsuko Nishida"
"neo1-4","Feraligatr","neo1",21.78,"Rare Holo","Ken Sugimori"
"neo1-5","Feraligatr","neo1",36.89,"Rare Holo","Ken Sugimori"
"neo1-6","Heracross","neo1",14.4,"Rare Holo","Ken Sugimori"
"neo1-7","Jumpluff","neo1",6.44,"Rare Holo","Atsuko Nishida"
"neo1-8","Kingdra","neo1",5.73,"Rare Holo","Ken Sugimori"
"neo1-9","Lugia","neo1",95.62,"Rare Holo","Hironobu Yoshida"
"neo2-1","Espeon","neo2",43.04,"Rare Holo","Atsuko Nishida"
"neo2-10","Scizor","neo2",9.45,"Rare Holo","Kimiya Masago"
"neo2-11","Smeargle","neo2",20.44,"Rare Holo","Hironobu Yoshida"
"neo2-12","Tyranitar","neo2",52.98,"Rare Holo","Hironobu Yoshida"
"neo2-13","Umbreon","neo2",74.99,"Rare Holo","Kimiya Masago"
"neo2-14","Unown [A]","neo2",14.75,"Rare Holo","CR CG gangs"
"neo2-15","Ursaring","neo2",12.96,"Rare Holo","Naoyo Kimura"
"neo2-16","Wobbuffet","neo2",18.46,"Rare Holo","Hironobu Yoshida"
"neo2-17","Yanma","neo2",9.24,"Rare Holo","Atsuko Nishida"
"neo2-18","Beedrill","neo2",6.06,"Rare","Aya Kusube"
"neo2-19","Butterfree","neo2",1.79,"Rare","Atsuko Nishida"
"neo2-2","Forretress","neo2",8.99,"Rare Holo","CR CG gangs"
"neo2-20","Espeon","neo2",8.22,"Rare","Naoyo Kimura"
"neo2-21","Forretress","neo2",3.87,"Rare","CR CG gangs"
"neo2-22","Hitmontop","neo2",3.66,"Rare","Sumiyoshi Kizuki"
"neo2-23","Houndoom","neo2",4.94,"Rare","Shin-ichi Yoshida"
"neo2-24","Houndour","neo2",4.75,"Rare","Aya Kusube"
"neo2-25","Kabutops","neo2",5.03,"Rare","Kimiya Masago"
"neo2-26","Magnemite","neo2",3.42,"Rare","K. Hoshiba, CR CG gangs"
"neo2-27","Politoed","neo2",3.94,"Rare","Tomokazu Komiya"
"neo2-28","Poliwrath","neo2",2.98,"Rare","Shin-ichi Yoshida"
"neo2-29","Scizor","neo2",6.6,"Rare","Kimiya Masago"
"neo2-3","Hitmontop","neo2",5.25,"Rare Holo","Sumiyoshi Kizuki"
"neo2-30","Smeargle","neo2",5.64,"Rare","Hironobu Yoshida"
"neo2-31","Tyranitar","neo2",5.06,"Rare","Hironobu Yoshida"
"neo2-32","Umbreon","neo2",31.12,"Rare","Naoyo Kimura"
"neo2-33","Unown [A]","neo2",6.16,"Rare","CR CG gangs"
"neo2-34","Ursaring","neo2",3.36,"Rare","Naoyo Kimura"
"neo2-35","Wobbuffet","neo2",3.32,"Rare","Hironobu Yoshida"
"neo2-36","Yanma","neo2",4.58,"Rare","Atsuko Nishida"
"neo2-4","Houndoom","neo2",25.68,"Rare Holo","Shin-ichi Yoshida"
"neo2-5","Houndour","neo2",18.25,"Rare Holo","Aya Kusube"
"neo2-6","Kabutops","neo2",21.41,"Rare Holo","Kimiya Masago"
"neo2-7","Magnemite","neo2",11.21,"Rare Holo","K. Hoshiba, CR CG gangs"
"neo2-8","Politoed","neo2",12.6,"Rare Holo","Tomokazu Komiya"
"neo2-9","Poliwrath","neo2",9.79,"Rare Holo","Shin-ichi Yoshida"
"neo3-1","Ampharos","neo3",17.52,"Rare Holo","Toshinao Aoki"
"neo3-10","Magneton","neo3",19.94,"Rare Holo","""Big Mama"" Tagawa, CR CG gangs"
"neo3-11","Misdreavus","neo3",16.13,"Rare Holo","Ken Sugimori"
"neo3-12","Porygon2","neo3",17.18,"Rare Holo","Keiji Kinebuchi"
"neo3-13","Raikou","neo3",57.65,"Rare Holo","Ken Sugimori"
"neo3-14","Suicune","neo3",77.02,"Rare Holo","Ken Sugimori"
"neo3-15","Aerodactyl","neo3",4.05,"Rare","Shin-ichi Yoshida"
"neo3-16","Celebi","neo3",5.71,"Rare","Sumiyoshi Kizuki"
"neo3-17","Entei","neo3",7.87,"Rare","Naoyo Kimura"
"neo3-18","Ho-oh","neo3",7.57,"Rare","Aya Kusube"
"neo3-19","Kingdra","neo3",2.99,"Rare","Mitsuhiro Arita"
"neo3-2","Blissey","neo3",10.35,"Rare Holo","Yuka Morii"
"neo3-20","Lugia","neo3",10.24,"Rare","Aya Kusube"
"neo3-21","Raichu","neo3",4.14,"Rare","Masako Yamashita"
"neo3-22","Raikou","neo3",6.33,"Rare","Naoyo Kimura"
"neo3-23","Skarmory","neo3",7.48,"Rare","Aya Kusube"
"neo3-24","Sneasel","neo3",2.54,"Rare","Sumiyoshi Kizuki"
"neo3-25","Starmie","neo3",1.99,"Rare","Keita Komatsuya, CR CG gangs"
"neo3-26","Sudowoodo","neo3",3.16,"Rare","Sumiyoshi Kizuki"
"neo3-27","Suicune","neo3",8.35,"Rare","Naoyo Kimura"
"neo3-3","Celebi","neo3",36.23,"Rare Holo","Hironobu Yoshida"
"neo3-4","Crobat","neo3",28.75,"Rare Holo","Shin-ichi Yoshida"
"neo3-5","Delibird","neo3",12.32,"Rare Holo","Tomokazu Komiya"
"neo3-6","Entei","neo3",68.26,"Rare Holo","Ken Sugimori"
"neo3-65","Shining Gyarados","neo3",151.74,"Rare Shining","Ken Sugimori"
"neo3-66","Shining Magikarp","neo3",190.55,"Rare Shining","Ken Sugimori"
"neo3-7","Ho-oh","neo3",53.62,"Rare Holo","Kimiya Masago"
"neo3-8","Houndoom","neo3",40.96,"Rare Holo","Mitsuhiro Arita"
"neo3-9","Jumpluff","neo3",11.98,"Rare Holo","Kagemaru Himeno"
"neo4-1","Dark Ampharos","neo4",70.79,"Rare Holo","Kagemaru Himeno"
"neo4-10","Dark Typhlosion","neo4",10.41,"Rare Holo","Mitsuhiro Arita"
"neo4-106","Shining Celebi","neo4",238.22,"Rare Shining","Hironobu Yoshida"
"neo4-107","Shining Charizard","neo4",748.29,"Rare Shining","Hironobu Yoshida"
"neo4-108","Shining Kabutops","neo4",90,"Rare Shining","Hironobu Yoshida"
"neo4-109","Shining Mewtwo","neo4",210.6,"Rare Shining","Hironobu Yoshida"
"neo4-11","Dark Tyranitar","neo4",53.58,"Rare Holo","Shin-ichi Yoshida"
"neo4-110","Shining Noctowl","neo4",180.89,"Rare Shining","Ken Sugimori"
"neo4-111","Shining Raichu","neo4",152.8,"Rare Shining","Hironobu Yoshida"
"neo4-112","Shining Steelix","neo4",124.32,"Rare Shining","Ken Sugimori"
"neo4-113","Shining Tyranitar","neo4",122.33,"Rare Shining","Ken Sugimori"
"neo4-12","Light Arcanine","neo4",46.5,"Rare Holo","Atsuko Nishida"
"neo4-13","Light Azumarill","neo4",6.14,"Rare Holo","Yuka Morii"
"neo4-14","Light Dragonite","neo4",103.08,"Rare Holo","Atsuko Nishida"
"neo4-15","Light Togetic","neo4",42.88,"Rare Holo","Naoyo Kimura"
"neo4-17","Dark Ariados","neo4",4.93,"Rare","Toshinao Aoki"
"neo4-18","Dark Magcargo","neo4",2.05,"Rare","Toshinao Aoki"
"neo4-19","Dark Omastar","neo4",6.7,"Rare","Tomokazu Komiya"
"neo4-2","Dark Crobat","neo4",28.3,"Rare Holo","Shin-ichi Yoshikawa, CR CG gangs"
"neo4-20","Dark Slowking","neo4",7.04,"Rare","Tomokazu Komiya"
"neo4-21","Dark Ursaring","neo4",4.62,"Rare","Mitsuhiro Arita"
"neo4-22","Light Dragonair","neo4",10.27,"Rare","Atsuko Nishida"
"neo4-23","Light Lanturn","neo4",4.46,"Rare","Miki Tanaka"
"neo4-24","Light Ledian","neo4",6.45,"Rare","Tomokazu Komiya"
"neo4-25","Light Machamp","neo4",2.27,"Rare","Miki Tanaka"
"neo4-26","Light Piloswine","neo4",5.91,"Rare","Yukiko Baba"
"neo4-27","Unown [G]","neo4",6.98,"Rare","CR CG gangs"
"neo4-28","Unown [H]","neo4",7.88,"Rare","CR CG gangs"
"neo4-29","Unown [W]","neo4",4.19,"Rare","CR CG gangs"
"neo4-3","Dark Donphan","neo4",28.68,"Rare Holo","Shin-ichi Yoshida"
"neo4-30","Unown [X]","neo4",8.69,"Rare","CR CG gangs"
"neo4-4","Dark Espeon","neo4",56.36,"Rare Holo","Atsuko Nishida"
"neo4-5","Dark Feraligatr","neo4",28.89,"Rare Holo","Atsuko Nishida"
"neo4-6","Dark Gengar","neo4",77.77,"Rare Holo","Aya Kusube"
"neo4-7","Dark Houndoom","neo4",30.12,"Rare Holo","Kagemaru Himeno"
"neo4-8","Dark Porygon2","neo4",27.85,"Rare Holo","Shin-ichi Yoshikawa, CR CG gangs"
"neo4-9","Dark Scizor","neo4",42.21,"Rare Holo","Mitsuhiro Arita"
"np-1","Kyogre ex","np",94.98,"Promo","Hiromichi Sugiyama"
"np-10","Mudkip","np",0,"Promo","Atsuko Nishida"
"np-11","Marshtomp","np",44,"Promo","Mitsuhiro Arita"
"np-12","Pikachu","np",40.8,"Promo","Kouki Saitou"
"np-13","Meowth","np",11.92,"Promo","Kouki Saitou"
"np-14","Latias","np",12.25,"Promo","Ken Sugimori"
"np-15","Latios","np",20,"Promo","Ken Sugimori"
"np-16","Treecko","np",3.5,"Promo","Kagemaru Himeno"
"np-17","Torchic","np",2.92,"Promo","Kagemaru Himeno"
"np-18","Mudkip","np",4.67,"Promo","Kagemaru Himeno"
"np-19","Whismur","np",1.25,"Promo","Kagemaru Himeno"
"np-2","Groudon ex","np",19.45,"Promo","Kazuo Yazawa"
"np-20","Ludicolo","np",15,"Promo","Kouki Saitou"
"np-21","Jirachi","np",0,"Promo","Atsuko Nishida"
"np-22","Beldum","np",12.5,"Promo","Mitsuhiro Arita"
"np-23","Metang","np",0,"Promo","Mitsuhiro Arita"
"np-24","Chimecho","np",14.95,"Promo","Atsuko Nishida"
"np-25","Flygon","np",0,"Promo","Kouki Saitou"
"np-29","Celebi","np",11,"Promo","Hajime Kusajima"
"np-3","Treecko","np",4,"Promo","Atsuko Nishida"
"np-30","Suicune","np",15.97,"Promo","Atsuko Nishida"
"np-31","Moltres ex","np",14,"Promo","Ken Ikuji"
"np-32","Articuno ex","np",7.48,"Promo","Nakaoka"
"np-33","Zapdos ex","np",10,"Promo","K. Hoshiba"
"np-34","Typhlosion","np",10.98,"Promo","Hajime Kusajima"
"np-35","Pikachu δ","np",86.33,"Promo","Ryo Ueda"
"np-37","Kyogre ex","np",12.32,"Promo","Ryo Ueda"
"np-38","Groudon ex","np",24.68,"Promo","Ryo Ueda"
"np-39","Rayquaza ex","np",39.31,"Promo","Ryo Ueda"
"np-4","Grovyle","np",0,"Promo","Midori Harada"
"np-40","Mew","np",47.45,"Promo","Masakazu Fukuda"
"np-5","Mudkip","np",0,"Promo","Ken Sugimori"
"np-6","Torchic","np",825,"Promo","Ken Sugimori"
"np-7","Treecko","np",0,"Promo","Ken Sugimori"
"np-8","Torchic","np",4.99,"Promo","Atsuko Nishida"
"np-9","Combusken","np",0,"Promo","Kouki Saitou"
"pgo-10","Charizard","pgo",1.49,"Rare Holo","N-DESIGN Inc."
"pgo-11","Radiant Charizard","pgo",10.12,"Radiant Rare","Shigenori Negishi"
"pgo-12","Moltres","pgo",0.2,"Rare Holo","Pani Kobayashi"
"pgo-17","Blastoise","pgo",0.65,"Rare Holo","NC Empire"
"pgo-18","Radiant Blastoise","pgo",4.05,"Radiant Rare","Masakazu Fukuda"
"pgo-22","Gyarados","pgo",0.18,"Rare Holo","Mitsuhiro Arita"
"pgo-23","Lapras","pgo",0.13,"Rare Holo","N-DESIGN Inc."
"pgo-24","Articuno","pgo",0.2,"Rare Holo","Jiro Sasumo"
"pgo-26","Golisopod","pgo",0.11,"Rare Holo","otumami"
"pgo-28","Pikachu","pgo",0.25,"Rare Holo","Narumi Sato"
"pgo-29","Zapdos","pgo",0.26,"Rare Holo","Yuya Oka"
"pgo-3","Venusaur","pgo",0.38,"Rare Holo","KEIICHIRO ITO"
"pgo-30","Mewtwo V","pgo",1.56,"Rare Holo V","Nurikabe"
"pgo-31","Mewtwo VSTAR","pgo",3.51,"Rare Holo VSTAR","PLANETA Mochizuki"
"pgo-35","Sylveon","pgo",0.24,"Rare Holo","Atsushi Furusawa"
"pgo-4","Radiant Venusaur","pgo",3.99,"Radiant Rare","Misa Tsutsui"
"pgo-40","Conkeldurr V","pgo",0.59,"Rare Holo V","Ayaka Yoshida"
"pgo-43","Tyranitar","pgo",0.19,"Rare Holo","Nisota Niso"
"pgo-46","Melmetal","pgo",0.1,"Rare Holo","Shigenori Negishi"
"pgo-47","Melmetal V","pgo",0.65,"Rare Holo V","sadaji"
"pgo-48","Melmetal VMAX","pgo",1.22,"Rare Holo VMAX","PLANETA Tsuji"
"pgo-49","Dragonite V","pgo",1.07,"Rare Holo V","kawayoo"
"pgo-5","Alolan Exeggutor V","pgo",0.58,"Rare Holo V","MUGENUP"
"pgo-50","Dragonite VSTAR","pgo",1.95,"Rare Holo VSTAR","PLANETA Tsuji"
"pgo-52","Blissey","pgo",0.12,"Rare Holo","Teeziro"
"pgo-53","Ditto","pgo",1.48,"Rare Holo","Misa Tsutsui"
"pgo-55","Snorlax","pgo",1.09,"Rare Holo","N-DESIGN Inc."
"pgo-58","Slaking V","pgo",0.63,"Rare Holo V","Saki Hayashiro"
"pgo-71","Alolan Exeggutor V","pgo",2.49,"Rare Ultra","MUGENUP"
"pgo-72","Mewtwo V","pgo",22.99,"Rare Ultra","N-DESIGN Inc."
"pgo-73","Conkeldurr V","pgo",3.44,"Rare Ultra","Ayaka Yoshida"
"pgo-74","Conkeldurr V","pgo",5.56,"Rare Ultra","N-DESIGN Inc."
"pgo-75","Melmetal V","pgo",2.15,"Rare Ultra","sadaji"
"pgo-76","Dragonite V","pgo",5.64,"Rare Ultra","5ban Graphics"
"pgo-77","Slaking V","pgo",2.55,"Rare Ultra","Saki Hayashiro"
"pgo-79","Mewtwo VSTAR","pgo",38.63,"Rare Rainbow","PLANETA Mochizuki"
"pgo-80","Melmetal VMAX","pgo",19.03,"Rare Rainbow","PLANETA Tsuji"
"pgo-81","Dragonite VSTAR","pgo",29.12,"Rare Rainbow","PLANETA Tsuji"
"pgo-86","Mewtwo VSTAR","pgo",24.02,"Rare Secret","PLANETA Mochizuki"
"pl1-1","Ampharos","pl1",4.94,"Rare Holo","Atsuko Nishida"
"pl1-10","Giratina","pl1",8.41,"Rare Holo","Hajime Kusajima"
"pl1-11","Manectric","pl1",2.71,"Rare Holo","Kouki Saitou"
"pl1-12","Palkia G","pl1",4.59,"Rare Holo","Yusuke Ishikawa"
"pl1-122","Dialga G LV.X","pl1",7.92,"Rare Holo LV.X","Mitsuhiro Arita"
"pl1-123","Drapion LV.X","pl1",8.39,"Rare Holo LV.X","Ryo Ueda"
"pl1-124","Giratina LV.X","pl1",16.8,"Rare Holo LV.X","Shizurow"
"pl1-125","Palkia G LV.X","pl1",9.81,"Rare Holo LV.X","Mitsuhiro Arita"
"pl1-126","Shaymin LV.X","pl1",15.56,"Rare Holo LV.X","Shizurow"
"pl1-127","Shaymin LV.X","pl1",6.49,"Rare Holo LV.X","Shizurow"
"pl1-128","Electabuzz","pl1",13.8,"Rare Secret","Ken Sugimori"
"pl1-129","Hitmonchan","pl1",5.89,"Rare Secret","Ken Sugimori"
"pl1-13","Rampardos","pl1",2.73,"Rare Holo","Masakazu Fukuda"
"pl1-130","Scyther","pl1",31.08,"Rare Secret","Ken Sugimori"
"pl1-14","Shaymin","pl1",3.13,"Rare Holo","Kagemaru Himeno"
"pl1-15","Shaymin","pl1",4.5,"Rare Holo","Atsuko Nishida"
"pl1-16","Slaking","pl1",2.19,"Rare Holo","Masakazu Fukuda"
"pl1-17","Weavile G","pl1",2.89,"Rare Holo","Makoto Imai"
"pl1-18","Altaria","pl1",0.77,"Rare","Naoyo Kimura"
"pl1-19","Banette","pl1",0.99,"Rare","Tomokazu Komiya"
"pl1-2","Blastoise","pl1",5.52,"Rare Holo","Kagemaru Himeno"
"pl1-20","Bastiodon","pl1",0.51,"Rare","Kagemaru Himeno"
"pl1-21","Beautifly","pl1",0.63,"Rare","Suwama Chiaki"
"pl1-22","Blissey","pl1",0.73,"Rare","Atsuko Nishida"
"pl1-23","Dialga","pl1",1.16,"Rare","Kent Kanetsuna"
"pl1-24","Dugtrio","pl1",0.23,"Rare","Sumiyoshi Kizuki"
"pl1-25","Dustox","pl1",0.76,"Rare","Yukiko Baba"
"pl1-26","Empoleon","pl1",0.7,"Rare","Mitsuhiro Arita"
"pl1-27","Giratina","pl1",0.99,"Rare","Mitsuhiro Arita"
"pl1-28","Giratina","pl1",0.79,"Rare","Yusuke Ishikawa"
"pl1-29","Golduck","pl1",0.44,"Rare","Kouki Saitou"
"pl1-3","Blaziken","pl1",3.18,"Rare Holo","Hajime Kusajima"
"pl1-30","Gyarados G","pl1",1.74,"Rare","Kent Kanetsuna"
"pl1-31","Infernape","pl1",1.18,"Rare","Kouki Saitou"
"pl1-32","Kricketune","pl1",0.81,"Rare","Atsuko Nishida"
"pl1-33","Lickilicky","pl1",0.47,"Rare","Mitsuhiro Arita"
"pl1-34","Ludicolo","pl1",1.11,"Rare","Kagemaru Himeno"
"pl1-35","Luvdisc","pl1",0.45,"Rare","Kagemaru Himeno"
"pl1-36","Ninetales","pl1",0.94,"Rare","Suwama Chiaki"
"pl1-37","Palkia","pl1",1.81,"Rare","Kent Kanetsuna"
"pl1-38","Shaymin","pl1",0.56,"Rare","Kouki Saitou"
"pl1-39","Torterra","pl1",1.23,"Rare","Kagemaru Himeno"
"pl1-4","Delcatty","pl1",1.91,"Rare Holo","Mitsuhiro Arita"
"pl1-40","Toxicroak G","pl1",0.98,"Rare","Ryota Saito"
"pl1-5","Dialga","pl1",1.9,"Rare Holo","Mitsuhiro Arita"
"pl1-6","Dialga","pl1",3.3,"Rare Holo","Kouki Saitou"
"pl1-7","Dialga G","pl1",3.7,"Rare Holo","Yusuke Ishikawa"
"pl1-8","Gardevoir","pl1",1.86,"Rare Holo","Kouki Saitou"
"pl1-9","Giratina","pl1",4.03,"Rare Holo","Kouki Saitou"
"pl1-SH4","Lotad","pl1",0,"Rare","Masakazu Fukuda"
"pl1-SH5","Swablu","pl1",7,"Rare","Kagemaru Himeno"
"pl1-SH6","Vulpix","pl1",0,"Rare","Mitsuhiro Arita"
"pl2-1","Arcanine","pl2",5.42,"Rare Holo","Masakazu Fukuda"
"pl2-10","Mismagius GL","pl2",2.12,"Rare Holo","Naoyo Kimura"
"pl2-103","Alakazam E4 LV.X","pl2",26.01,"Rare Holo LV.X","Ryo Ueda"
"pl2-104","Floatzel GL LV.X","pl2",0,"Rare Holo LV.X","Mitsuhiro Arita"
"pl2-105","Flygon LV.X","pl2",20.31,"Rare Holo LV.X","Shizurow"
"pl2-106","Gallade E4 LV.X","pl2",19,"Rare Holo LV.X","Ryo Ueda"
"pl2-107","Hippowdon LV.X","pl2",29.24,"Rare Holo LV.X","Shizurow"
"pl2-108","Infernape E4 LV.X","pl2",17.72,"Rare Holo LV.X","Ryo Ueda"
"pl2-109","Luxray GL LV.X","pl2",10.5,"Rare Holo LV.X","Mitsuhiro Arita"
"pl2-11","Rampardos GL","pl2",2.94,"Rare Holo","Suwama Chiaki"
"pl2-110","Mismagius GL LV.X","pl2",19.58,"Rare Holo LV.X","Kent Kanetsuna"
"pl2-111","Snorlax LV.X","pl2",22.5,"Rare Holo LV.X","Shizurow"
"pl2-112","Pikachu","pl2",32.85,"Rare Secret","Mitsuhiro Arita"
"pl2-113","Flying Pikachu","pl2",31.13,"Rare Secret","Toshinao Aoki"
"pl2-114","Surfing Pikachu","pl2",30.3,"Rare Secret","Toshinao Aoki"
"pl2-12","Roserade GL","pl2",2.5,"Rare Holo","Kanako Eo"
"pl2-13","Shiftry","pl2",0.86,"Rare Holo","Kagemaru Himeno"
"pl2-14","Aggron","pl2",0.99,"Rare","Naoyo Kimura"
"pl2-15","Beedrill","pl2",0.47,"Rare","Kagemaru Himeno"
"pl2-16","Bronzong E4","pl2",0.76,"Rare","Mitsuhiro Arita"
"pl2-17","Drapion E4","pl2",1.16,"Rare","Kouki Saitou"
"pl2-18","Espeon E4","pl2",2.92,"Rare","Mitsuhiro Arita"
"pl2-19","Flareon","pl2",2.83,"Rare","Midori Harada"
"pl2-2","Bastiodon GL","pl2",1.25,"Rare Holo","Hajime Kusajima"
"pl2-20","Gallade E4","pl2",1.09,"Rare","Mitsuhiro Arita"
"pl2-21","Gastrodon East Sea","pl2",0.58,"Rare","Ken Sugimori"
"pl2-22","Gastrodon West Sea","pl2",0.58,"Rare","Kyoko Umemoto"
"pl2-23","Golem E4","pl2",1.63,"Rare","Kagemaru Himeno"
"pl2-24","Heracross E4","pl2",0.46,"Rare","Kouki Saitou"
"pl2-25","Hippowdon","pl2",0.31,"Rare","Tomoaki Imakuni"
"pl2-26","Jolteon","pl2",2.89,"Rare","Hajime Kusajima"
"pl2-27","Mamoswine GL","pl2",0.62,"Rare","Atsuko Nishida"
"pl2-28","Mr. Mime E4","pl2",0.38,"Rare","Mitsuhiro Arita"
"pl2-29","Nidoking","pl2",0.93,"Rare","Masakazu Fukuda"
"pl2-3","Darkrai G","pl2",5.87,"Rare Holo","Makoto Imai"
"pl2-30","Nidoqueen","pl2",1.1,"Rare","Midori Harada"
"pl2-31","Raichu GL","pl2",1.71,"Rare","Kouki Saitou"
"pl2-32","Rhyperior E4","pl2",0.8,"Rare","Kagemaru Himeno"
"pl2-33","Snorlax","pl2",2.48,"Rare","Kagemaru Himeno"
"pl2-34","Vaporeon","pl2",2.9,"Rare","Masakazu Fukuda"
"pl2-35","Vespiquen E4","pl2",0.27,"Rare","Kouki Saitou"
"pl2-36","Walrein","pl2",0.34,"Rare","kawayoo"
"pl2-37","Yanmega E4","pl2",1.63,"Rare","Kouki Saitou"
"pl2-4","Floatzel GL","pl2",2.88,"Rare Holo","Midori Harada"
"pl2-5","Flygon","pl2",2.44,"Rare Holo","Kouki Saitou"
"pl2-6","Froslass GL","pl2",2.14,"Rare Holo","Atsuko Nishida"
"pl2-7","Jirachi","pl2",2.78,"Rare Holo","Kenkichi Toyama"
"pl2-8","Lucario GL","pl2",2.97,"Rare Holo","Kagemaru Himeno"
"pl2-9","Luxray GL","pl2",4.24,"Rare Holo","Kouki Saitou"
"pl2-RT1","Fan Rotom","pl2",0,"Rare","Motofumi Fujiwara"
"pl2-RT2","Frost Rotom","pl2",0,"Rare","Hironobu Yoshida"
"pl2-RT3","Heat Rotom","pl2",0,"Rare","Lee HyunJung"
"pl2-RT4","Mow Rotom","pl2",0,"Rare","Yusuke Ohmura"
"pl2-RT5","Wash Rotom","pl2",0,"Rare","Hiroki Fuchino"
"pl3-1","Absol G","pl3",6.77,"Rare Holo","Yusuke Ishikawa"
"pl3-10","Rhyperior","pl3",17.32,"Rare Holo","Hajime Kusajima"
"pl3-11","Staraptor FB","pl3",3.46,"Rare Holo","Hiroki Fuchino"
"pl3-12","Swampert","pl3",1.4,"Rare Holo","Kagemaru Himeno"
"pl3-13","Venusaur","pl3",2.52,"Rare Holo","Kouki Saitou"
"pl3-14","Yanmega","pl3",0.6,"Rare Holo","Masakazu Fukuda"
"pl3-141","Absol G LV.X","pl3",14.79,"Rare Holo LV.X","Yusuke Ishikawa"
"pl3-142","Blaziken FB LV.X","pl3",23.64,"Rare Holo LV.X","Ryo Ueda"
"pl3-143","Charizard G LV.X","pl3",40.06,"Rare Holo LV.X","Wataru Kawahara"
"pl3-144","Electivire FB LV.X","pl3",15.55,"Rare Holo LV.X","Ryo Ueda"
"pl3-145","Garchomp C LV.X","pl3",16.24,"Rare Holo LV.X","Shizurow"
"pl3-146","Rayquaza C LV.X","pl3",24.28,"Rare Holo LV.X","Shizurow"
"pl3-147","Staraptor FB LV.X","pl3",13.67,"Rare Holo LV.X","Ryo Ueda"
"pl3-148","Articuno","pl3",40.49,"Rare Secret","Toshinao Aoki"
"pl3-149","Moltres","pl3",26.87,"Rare Secret","Toshinao Aoki"
"pl3-15","Arcanine G","pl3",2.42,"Rare","Yusuke Ishikawa"
"pl3-150","Zapdos","pl3",71.88,"Rare Secret","Toshinao Aoki"
"pl3-16","Articuno","pl3",0.68,"Rare","Mitsuhiro Arita"
"pl3-17","Butterfree FB","pl3",0.97,"Rare","Lee HyunJung"
"pl3-18","Camerupt","pl3",0.39,"Rare","Yukiko Baba"
"pl3-19","Camerupt G","pl3",0.74,"Rare","Ryota Saito"
"pl3-2","Blaziken FB","pl3",2.67,"Rare Holo","Motofumi Fujiwara"
"pl3-20","Charizard G","pl3",12.49,"Rare","Wataru Kawahara"
"pl3-21","Chimecho","pl3",0.38,"Rare","Yukiko Baba"
"pl3-22","Claydol","pl3",0.36,"Rare","Kouki Saitou"
"pl3-23","Crawdaunt G","pl3",1,"Rare","Wataru Kawahara"
"pl3-24","Dewgong","pl3",1,"Rare","Kanako Eo"
"pl3-25","Dodrio","pl3",0.62,"Rare","Kouki Saitou"
"pl3-26","Dusknoir FB","pl3",1.55,"Rare","Motofumi Fujiwara"
"pl3-27","Empoleon FB","pl3",1.8,"Rare","Hiroki Fuchino"
"pl3-28","Exploud","pl3",1.01,"Rare","Masakazu Fukuda"
"pl3-29","Honchkrow","pl3",0.64,"Rare","Mitsuhiro Arita"
"pl3-3","Drifblim FB","pl3",4.95,"Rare Holo","Lee HyunJung"
"pl3-30","Lickilicky C","pl3",1.08,"Rare","kawayoo"
"pl3-31","Lucario C","pl3",3.87,"Rare","kawayoo"
"pl3-32","Lunatone","pl3",1.09,"Rare","Naoyo Kimura"
"pl3-33","Mawile","pl3",0.29,"Rare","Suwama Chiaki"
"pl3-34","Medicham","pl3",0.55,"Rare","Masakazu Fukuda"
"pl3-35","Milotic C","pl3",2.92,"Rare","kawayoo"
"pl3-36","Moltres","pl3",3,"Rare","Kouki Saitou"
"pl3-37","Mr. Mime","pl3",1.14,"Rare","Kouki Saitou"
"pl3-38","Parasect","pl3",0.47,"Rare","Kagemaru Himeno"
